Dim: 1000 Random Init
Rand 5, 	5910847.145417944
Rand 50, 	5866219.164312015
Rand 100, 	6137085.029097684
Rand 200, 	6210938.72642171
Rand 500, 	6147479.565125094
Rand 1000, 	5859718.660814503
Rand 2000, 	6370596.316033616
Rand 5000, 	5973830.343066449
Rand 10000, 	6496531.375484079
ODG, 		4658189.097455501
DG, 		10060280.481838886
Dim: 1000 Random Init
MEET, 		6131749.609773979
Rand 5, 	5851864.593634103
Rand 50, 	5986120.006875495
Rand 100, 	5655527.055462021
Rand 200, 	5670728.562731724
Rand 500, 	5796369.496936366
Rand 1000, 	5646795.630968964
Rand 2000, 	5690288.254947165
Rand 5000, 	5621226.980989838
Rand 10000, 	5586548.024425251
ODG, 		4205940.889004978
DG, 		10938021.033533962
Dim: 1000 Random Init
MEET, 		6060687.182694079
Rand 5, 	5899676.521169554
Rand 50, 	5533058.602015914
Rand 100, 	6228308.282311831
Rand 200, 	5935111.944981485
Rand 500, 	5391141.596782381
Rand 1000, 	5787986.82683461
Rand 2000, 	6329954.808064933
Rand 5000, 	5840983.867407377
Rand 10000, 	6036830.498117881
ODG, 		4159149.124882051
DG, 		11720865.106769182
Dim: 1000 Random Init
MEET, 		6213764.964622204
Rand 5, 	6092309.329268734
Rand 50, 	6005922.674890346
Rand 100, 	5830275.933973903
Rand 200, 	5932695.8107398
Rand 500, 	5709994.419626777
Rand 1000, 	5857203.583360163
Rand 2000, 	5896310.922292312
Rand 5000, 	5982260.052557045
Rand 10000, 	6128594.772549888
ODG, 		4217210.998091659
DG, 		11937391.567164801
Dim: 1000 Random Init
MEET, 		5477834.107315435
Rand 5, 	5658578.044043999
Rand 50, 	5340917.144238161
Rand 100, 	5211089.521926803
Rand 200, 	5621237.2754605
Rand 500, 	5690435.999487484
Rand 1000, 	5566844.166173643
Rand 2000, 	5069115.646285346
Rand 5000, 	5922051.798872634
Rand 10000, 	5940666.157404059
ODG, 		3918398.0320551954
DG, 		10957521.875363708
Dim: 1000 Random Init
MEET, 		6049040.736273005
Rand 5, 	5641990.34143088
Rand 50, 	5808288.495426236
Rand 100, 	6434948.344523479
Rand 200, 	6008532.666081938
Rand 500, 	5717267.580446842
Rand 1000, 	5982655.565563205
Rand 2000, 	5748855.895090037
Rand 5000, 	5607073.275148282
Rand 10000, 	6057893.917337554
ODG, 		4221014.807017323
DG, 		10729960.420493782
Dim: 1000 Random Init
MEET, 		5458922.110047223
Rand 5, 	5324263.115293424
Rand 50, 	4979123.9718246935
Rand 100, 	4990726.548731839
Rand 200, 	4976697.262564924
Rand 500, 	5153862.942623624
Rand 1000, 	5266098.632366009
Rand 2000, 	5584775.917792354
Rand 5000, 	5363455.213334373
Rand 10000, 	5356371.707601278
ODG, 		3913498.982474839
DG, 		8556135.94441104
